bigg_id	mnx_id	smiles	formula	charge
biggM:M_3otd5811coa	MNXM1091911	null	null	null
3otd58coa	MNXM1091912	null	null	null
biggM:3otd58coa	MNXM1091912	null	null	null
biggM:M_3otd58coa	MNXM1091912	null	null	null
3otd5coa	MNXM1091913	null	null	null
biggM:3otd5coa	MNXM1091913	null	null	null
biggM:M_3otd5coa	MNXM1091913	null	null	null
3otd71013coa	MNXM1091914	null	null	null
biggM:3otd71013coa	MNXM1091914	null	null	null
biggM:M_3otd71013coa	MNXM1091914	null	null	null
3otd710coa	MNXM1091915	null	null	null
biggM:3otd710coa	MNXM1091915	null	null	null
biggM:M_3otd710coa	MNXM1091915	null	null	null
3otd7coa	MNXM1091916	null	null	null
biggM:3otd7coa	MNXM1091916	null	null	null
biggM:M_3otd7coa	MNXM1091916	null	null	null
3otdccoa	MNXM1091917	null	null	null
biggM:3otdccoa	MNXM1091917	null	null	null
biggM:M_3otdccoa	MNXM1091917	null	null	null
3ottccoa	MNXM1091918	null	null	null
biggM:3ottccoa	MNXM1091918	null	null	null
biggM:M_3ottccoa	MNXM1091918	null	null	null
3ovacccoa	MNXM1091919	null	null	null
biggM:3ovacccoa	MNXM1091919	null	null	null
biggM:M_3ovacccoa	MNXM1091919	null	null	null
3ovegACP	MNXM1091920	null	null	null
biggM:3ovegACP	MNXM1091920	null	null	null
biggM:M_3ovegACP	MNXM1091920	null	null	null
3oxddACP	MNXM1091921	null	null	null
biggM:3oxddACP	MNXM1091921	null	null	null
biggM:M_3oxddACP	MNXM1091921	null	null	null
3oxddacp	MNXM1091922	null	null	null
biggM:3oxddacp	MNXM1091922	null	null	null
biggM:M_3oxddacp	MNXM1091922	null	null	null
3oxdeACP	MNXM1091923	null	null	null
biggM:3oxdeACP	MNXM1091923	null	null	null
biggM:M_3oxdeACP	MNXM1091923	null	null	null
3oxdeacp	MNXM1091924	null	null	null
biggM:3oxdeacp	MNXM1091924	null	null	null
biggM:M_3oxdeacp	MNXM1091924	null	null	null
3oxhACP	MNXM1091925	null	null	null
biggM:3oxhACP	MNXM1091925	null	null	null
biggM:M_3oxhACP	MNXM1091925	null	null	null
3oxhacp	MNXM1091926	null	null	null
biggM:3oxhacp	MNXM1091926	null	null	null
biggM:M_3oxhacp	MNXM1091926	null	null	null
3oxhdACP	MNXM1091927	null	null	null
biggM:3oxhdACP	MNXM1091927	null	null	null
biggM:M_3oxhdACP	MNXM1091927	null	null	null
3oxhdacp	MNXM1091928	null	null	null
biggM:3oxhdacp	MNXM1091928	null	null	null
biggM:M_3oxhdacp	MNXM1091928	null	null	null
3oxocACP	MNXM1091929	null	null	null
biggM:3oxocACP	MNXM1091929	null	null	null
biggM:M_3oxocACP	MNXM1091929	null	null	null
3oxocacp	MNXM1091930	null	null	null
biggM:3oxocacp	MNXM1091930	null	null	null
biggM:M_3oxocacp	MNXM1091930	null	null	null
3oxocdacp	MNXM1091931	null	null	null
biggM:3oxocdacp	MNXM1091931	null	null	null
biggM:M_3oxocdacp	MNXM1091931	null	null	null
3oxptcoa	MNXM1091932	null	null	null
biggM:3oxptcoa	MNXM1091932	null	null	null
biggM:M_3oxptcoa	MNXM1091932	null	null	null
3oxtdACP	MNXM1091933	null	null	null
biggM:3oxtdACP	MNXM1091933	null	null	null
biggM:M_3oxtdACP	MNXM1091933	null	null	null
3oxtdacp	MNXM1091934	null	null	null
biggM:3oxtdacp	MNXM1091934	null	null	null
biggM:M_3oxtdacp	MNXM1091934	null	null	null
3pqq	MNXM1091935	null	null	null
biggM:3pqq	MNXM1091935	null	null	null
biggM:M_3pqq	MNXM1091935	null	null	null
3ptcoa	MNXM1091936	null	null	null
biggM:3ptcoa	MNXM1091936	null	null	null
biggM:M_3ptcoa	MNXM1091936	null	null	null
3tetd7ecoacrn	MNXM1091937	null	null	null
biggM:3tetd7ecoacrn	MNXM1091937	null	null	null
biggM:M_3tetd7ecoacrn	MNXM1091937	null	null	null
3thexddcoacrn	MNXM1091938	null	null	null
biggM:3thexddcoacrn	MNXM1091938	null	null	null
biggM:M_3thexddcoacrn	MNXM1091938	null	null	null
3ttetddcoacrn	MNXM1091939	null	null	null
biggM:3ttetddcoacrn	MNXM1091939	null	null	null
biggM:M_3ttetddcoacrn	MNXM1091939	null	null	null
44dpc	MNXM1091940	null	null	null
biggM:44dpc	MNXM1091940	null	null	null
biggM:M_44dpc	MNXM1091940	null	null	null
44dpnp	MNXM1091941	null	null	null
biggM:44dpnp	MNXM1091941	null	null	null
biggM:M_44dpnp	MNXM1091941	null	null	null
44dpnsp	MNXM1091942	null	null	null
biggM:44dpnsp	MNXM1091942	null	null	null
biggM:M_44dpnsp	MNXM1091942	null	null	null
44dpnspo	MNXM1091943	null	null	null
biggM:44dpnspo	MNXM1091943	null	null	null
biggM:M_44dpnspo	MNXM1091943	null	null	null
44dpptf	MNXM1091944	null	null	null
biggM:44dpptf	MNXM1091944	null	null	null
biggM:M_44dpptf	MNXM1091944	null	null	null
46dd4odtdpglc	MNXM1091945	null	null	null
biggM:46dd4odtdpglc	MNXM1091945	null	null	null
biggM:M_46dd4odtdpglc	MNXM1091945	null	null	null
49dsha	MNXM1091946	null	null	null
biggM:49dsha	MNXM1091946	null	null	null
biggM:M_49dsha	MNXM1091946	null	null	null
4a2mpmpmd	MNXM1091947	null	null	null
biggM:4a2mpmpmd	MNXM1091947	null	null	null
biggM:M_4a2mpmpmd	MNXM1091947	null	null	null
4a_hthptn	MNXM1091948	null	null	null
biggM:4a_hthptn	MNXM1091948	null	null	null
biggM:M_4a_hthptn	MNXM1091948	null	null	null
4aammp	MNXM1091949	null	null	null
biggM:4aammp	MNXM1091949	null	null	null
biggM:M_4aammp	MNXM1091949	null	null	null
4abzglu	MNXM1091950	null	null	null
biggM:4abzglu	MNXM1091950	null	null	null
biggM:M_4abzglu	MNXM1091950	null	null	null
4atb2coa	MNXM1091951	null	null	null
biggM:4atb2coa	MNXM1091951	null	null	null
biggM:M_4atb2coa	MNXM1091951	null	null	null
4atbcoa	MNXM1091952	null	null	null
biggM:4atbcoa	MNXM1091952	null	null	null
biggM:M_4atbcoa	MNXM1091952	null	null	null
4cnbt	MNXM1091953	null	null	null
biggM:4cnbt	MNXM1091953	null	null	null
biggM:M_4cnbt	MNXM1091953	null	null	null
4h2oxg	MNXM1091954	null	null	null
biggM:4h2oxg	MNXM1091954	null	null	null
biggM:M_4h2oxg	MNXM1091954	null	null	null
4hadnt	MNXM1091955	null	null	null
biggM:4hadnt	MNXM1091955	null	null	null
biggM:M_4hadnt	MNXM1091955	null	null	null
4hmsial	MNXM1091956	null	null	null
biggM:4hmsial	MNXM1091956	null	null	null
biggM:M_4hmsial	MNXM1091956	null	null	null
4hpro_DC	MNXM1091957	null	null	null
biggM:4hpro_DC	MNXM1091957	null	null	null
biggM:M_4hpro_DC	MNXM1091957	null	null	null
4hptcoa	MNXM1091958	null	null	null
biggM:4hptcoa	MNXM1091958	null	null	null
biggM:M_4hptcoa	MNXM1091958	null	null	null
4hptn	MNXM1091959	CC(O)CCC(=O)O	C5H10O3	0.0
biggM:4hptn	MNXM1091959	CC(O)CCC(=O)O	C5H10O3	0.0
biggM:M_4hptn	MNXM1091959	CC(O)CCC(=O)O	C5H10O3	0.0
4hvcoa	MNXM1091961	null	null	null
biggM:4hvcoa	MNXM1091961	null	null	null
biggM:M_4hvcoa	MNXM1091961	null	null	null
4m3hhexACP	MNXM1091962	null	null	null
biggM:4m3hhexACP	MNXM1091962	null	null	null
biggM:M_4m3hhexACP	MNXM1091962	null	null	null
4m3hpAPC	MNXM1091963	null	null	null
biggM:4m3hpAPC	MNXM1091963	null	null	null
biggM:M_4m3hpAPC	MNXM1091963	null	null	null
4m3ohexACP	MNXM1091964	null	null	null
biggM:4m3ohexACP	MNXM1091964	null	null	null
biggM:M_4m3ohexACP	MNXM1091964	null	null	null
4m3opACP	MNXM1091965	null	null	null
biggM:4m3opACP	MNXM1091965	null	null	null
biggM:M_4m3opACP	MNXM1091965	null	null	null
4methex2eACP	MNXM1091966	null	null	null
biggM:4methex2eACP	MNXM1091966	null	null	null
biggM:M_4methex2eACP	MNXM1091966	null	null	null
4methexACP	MNXM1091967	null	null	null
biggM:4methexACP	MNXM1091967	null	null	null
biggM:M_4methexACP	MNXM1091967	null	null	null
4mpACP	MNXM1091968	null	null	null
biggM:4mpACP	MNXM1091968	null	null	null
biggM:M_4mpACP	MNXM1091968	null	null	null
4mtpACP	MNXM1091969	null	null	null
biggM:4mtpACP	MNXM1091969	null	null	null
biggM:M_4mtpACP	MNXM1091969	null	null	null
4nphp	MNXM1091970	null	null	null
biggM:4nphp	MNXM1091970	null	null	null
biggM:M_4nphp	MNXM1091970	null	null	null
4opa	MNXM1091971	null	null	null
biggM:4opa	MNXM1091971	null	null	null
biggM:M_4opa	MNXM1091971	null	null	null
4opcoa	MNXM1091972	null	null	null
biggM:4opcoa	MNXM1091972	null	null	null
biggM:M_4opcoa	MNXM1091972	null	null	null
4oxptcoa	MNXM1091973	null	null	null
biggM:4oxptcoa	MNXM1091973	null	null	null
biggM:M_4oxptcoa	MNXM1091973	null	null	null
4oxptn	MNXM1091974	null	null	null
biggM:4oxptn	MNXM1091974	null	null	null
biggM:M_4oxptn	MNXM1091974	null	null	null
4pen	MNXM1091975	null	null	null
biggM:4pen	MNXM1091975	null	null	null
biggM:M_4pen	MNXM1091975	null	null	null
4poptcoa	MNXM1091976	null	null	null
biggM:4poptcoa	MNXM1091976	null	null	null
biggM:M_4poptcoa	MNXM1091976	null	null	null
4pqq	MNXM1091977	null	null	null
biggM:4pqq	MNXM1091977	null	null	null
biggM:M_4pqq	MNXM1091977	null	null	null
4pvcoa	MNXM1091978	null	null	null
biggM:4pvcoa	MNXM1091978	null	null	null
biggM:M_4pvcoa	MNXM1091978	null	null	null
56dhpvs	MNXM1091979	null	null	null
biggM:56dhpvs	MNXM1091979	null	null	null
biggM:M_56dhpvs	MNXM1091979	null	null	null
5a4icam	MNXM1091980	null	null	null
biggM:5a4icam	MNXM1091980	null	null	null
biggM:M_5a4icam	MNXM1091980	null	null	null
5ca1rpi	MNXM1091981	null	null	null
biggM:5ca1rpi	MNXM1091981	null	null	null
biggM:M_5ca1rpi	MNXM1091981	null	null	null
5fothf	MNXM1091982	NC1=NC2=C(C(=O)N1)N(C=O)[C@@H](CNC1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)CN2	C20H21N7O7	-2.0
5fthf	MNXM1091982	NC1=NC2=C(C(=O)N1)N(C=O)[C@@H](CNC1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)CN2	C20H21N7O7	-2.0
biggM:5fothf	MNXM1091982	NC1=NC2=C(C(=O)N1)N(C=O)[C@@H](CNC1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)CN2	C20H21N7O7	-2.0
biggM:5fthf	MNXM1091982	NC1=NC2=C(C(=O)N1)N(C=O)[C@@H](CNC1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)CN2	C20H21N7O7	-2.0
biggM:M_5fothf	MNXM1091982	NC1=NC2=C(C(=O)N1)N(C=O)[C@@H](CNC1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)CN2	C20H21N7O7	-2.0
biggM:M_5fthf	MNXM1091982	NC1=NC2=C(C(=O)N1)N(C=O)[C@@H](CNC1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)CN2	C20H21N7O7	-2.0
5g2op	MNXM1091983	null	null	null
biggM:5g2op	MNXM1091983	null	null	null
biggM:M_5g2op	MNXM1091983	null	null	null
5m3hACP	MNXM1091984	null	null	null
biggM:5m3hACP	MNXM1091984	null	null	null
biggM:M_5m3hACP	MNXM1091984	null	null	null
5m3hhACP	MNXM1091985	null	null	null
biggM:5m3hhACP	MNXM1091985	null	null	null
biggM:M_5m3hhACP	MNXM1091985	null	null	null
5mhACP	MNXM1091986	null	null	null
biggM:5mhACP	MNXM1091986	null	null	null
biggM:M_5mhACP	MNXM1091986	null	null	null
5mthf5glu	MNXM1091987	null	null	null
biggM:5mthf5glu	MNXM1091987	null	null	null
biggM:M_5mthf5glu	MNXM1091987	null	null	null
5mti	MNXM1091988	null	null	null
biggM:5mti	MNXM1091988	null	null	null
biggM:M_5mti	MNXM1091988	null	null	null
5ohhip	MNXM1091989	null	null	null
biggM:5ohhip	MNXM1091989	null	null	null
biggM:M_5ohhip	MNXM1091989	null	null	null
5ohhipcoa	MNXM1091990	null	null	null
biggM:5ohhipcoa	MNXM1091990	null	null	null
biggM:M_5ohhipcoa	MNXM1091990	null	null	null
5phdt	MNXM1091991	null	null	null
biggM:5phdt	MNXM1091991	null	null	null
biggM:M_5phdt	MNXM1091991	null	null	null
5phua	MNXM1091992	null	null	null
biggM:5phua	MNXM1091992	null	null	null
biggM:M_5phua	MNXM1091992	null	null	null
6ahglz	MNXM1091993	null	null	null
biggM:6ahglz	MNXM1091993	null	null	null
biggM:M_6ahglz	MNXM1091993	null	null	null
6ath2coa	MNXM1091994	null	null	null
biggM:6ath2coa	MNXM1091994	null	null	null
biggM:M_6ath2coa	MNXM1091994	null	null	null
6atha	MNXM1091995	null	null	null
biggM:6atha	MNXM1091995	null	null	null
biggM:M_6atha	MNXM1091995	null	null	null
6athcoa	MNXM1091996	null	null	null
biggM:6athcoa	MNXM1091996	null	null	null
biggM:M_6athcoa	MNXM1091996	null	null	null
6cthydptn	MNXM1091997	null	null	null
biggM:6cthydptn	MNXM1091997	null	null	null
biggM:M_6cthydptn	MNXM1091997	null	null	null
6epvs	MNXM1091998	null	null	null
biggM:6epvs	MNXM1091998	null	null	null
biggM:M_6epvs	MNXM1091998	null	null	null
6m3hhACP	MNXM1091999	null	null	null
biggM:6m3hhACP	MNXM1091999	null	null	null
biggM:M_6m3hhACP	MNXM1091999	null	null	null
udpgalur	MNXM1092	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C(=O)[O-])[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	C15H19N2O18P2	-3.0
biggM:M_udpgalur	MNXM1092	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C(=O)[O-])[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	C15H19N2O18P2	-3.0
biggM:udpgalur	MNXM1092	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C(=O)[O-])[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	C15H19N2O18P2	-3.0
6m3hoACP	MNXM1092000	null	null	null
biggM:6m3hoACP	MNXM1092000	null	null	null
biggM:M_6m3hoACP	MNXM1092000	null	null	null
6m3oACP	MNXM1092001	null	null	null
biggM:6m3oACP	MNXM1092001	null	null	null
biggM:M_6m3oACP	MNXM1092001	null	null	null
6m3ohACP	MNXM1092002	null	null	null
biggM:6m3ohACP	MNXM1092002	null	null	null
biggM:M_6m3ohACP	MNXM1092002	null	null	null
6mhACP	MNXM1092003	null	null	null
biggM:6mhACP	MNXM1092003	null	null	null
biggM:M_6mhACP	MNXM1092003	null	null	null
6moACP	MNXM1092004	null	null	null
biggM:6moACP	MNXM1092004	null	null	null
biggM:M_6moACP	MNXM1092004	null	null	null
6mth2eACP	MNXM1092005	null	null	null
biggM:6mth2eACP	MNXM1092005	null	null	null
biggM:M_6mth2eACP	MNXM1092005	null	null	null
6mto2eACP	MNXM1092006	null	null	null
biggM:6mto2eACP	MNXM1092006	null	null	null
biggM:M_6mto2eACP	MNXM1092006	null	null	null
78dhptn	MNXM1092007	null	null	null
biggM:78dhptn	MNXM1092007	null	null	null
biggM:M_78dhptn	MNXM1092007	null	null	null
7ahglz	MNXM1092008	null	null	null
biggM:7ahglz	MNXM1092008	null	null	null
biggM:M_7ahglz	MNXM1092008	null	null	null
7am7dgtrna	MNXM1092009	null	null	null
biggM:7am7dgtrna	MNXM1092009	null	null	null
biggM:M_7am7dgtrna	MNXM1092009	null	null	null
7dhcdchol	MNXM1092010	null	null	null
biggM:7dhcdchol	MNXM1092010	null	null	null
biggM:M_7dhcdchol	MNXM1092010	null	null	null
7dhchol	MNXM1092011	null	null	null
biggM:7dhchol	MNXM1092011	null	null	null
biggM:M_7dhchol	MNXM1092011	null	null	null
7m3hoACP	MNXM1092012	null	null	null
biggM:7m3hoACP	MNXM1092012	null	null	null
biggM:M_7m3hoACP	MNXM1092012	null	null	null
7me3oxoacp	MNXM1092013	null	null	null
biggM:7me3oxoacp	MNXM1092013	null	null	null
biggM:M_7me3oxoacp	MNXM1092013	null	null	null
7moACP	MNXM1092014	null	null	null
biggM:7moACP	MNXM1092014	null	null	null
biggM:M_7moACP	MNXM1092014	null	null	null
7mto2eACP	MNXM1092015	null	null	null
biggM:7mto2eACP	MNXM1092015	null	null	null
biggM:M_7mto2eACP	MNXM1092015	null	null	null
8m3hdACP	MNXM1092016	null	null	null
biggM:8m3hdACP	MNXM1092016	null	null	null
biggM:M_8m3hdACP	MNXM1092016	null	null	null
8m3hnACP	MNXM1092017	null	null	null
biggM:8m3hnACP	MNXM1092017	null	null	null
biggM:M_8m3hnACP	MNXM1092017	null	null	null
8m3odACP	MNXM1092018	null	null	null
biggM:8m3odACP	MNXM1092018	null	null	null
biggM:M_8m3odACP	MNXM1092018	null	null	null
8m3oxACP	MNXM1092019	null	null	null
biggM:8m3oxACP	MNXM1092019	null	null	null
biggM:M_8m3oxACP	MNXM1092019	null	null	null
8mcACP	MNXM1092020	null	null	null
biggM:8mcACP	MNXM1092020	null	null	null
biggM:M_8mcACP	MNXM1092020	null	null	null
8mdACP	MNXM1092021	null	null	null
biggM:8mdACP	MNXM1092021	null	null	null
biggM:M_8mdACP	MNXM1092021	null	null	null
8mtd2eACP	MNXM1092022	null	null	null
biggM:8mtd2eACP	MNXM1092022	null	null	null
biggM:M_8mtd2eACP	MNXM1092022	null	null	null
8mtn2eACP	MNXM1092023	null	null	null
biggM:8mtn2eACP	MNXM1092023	null	null	null
biggM:M_8mtn2eACP	MNXM1092023	null	null	null
8oxdgmp	MNXM1092024	null	null	null
biggM:8oxdgmp	MNXM1092024	null	null	null
biggM:M_8oxdgmp	MNXM1092024	null	null	null
8oxgtp	MNXM1092026	null	null	null
biggM:8oxgtp	MNXM1092026	null	null	null
biggM:M_8oxgtp	MNXM1092026	null	null	null
9m3hdACP	MNXM1092027	null	null	null
biggM:9m3hdACP	MNXM1092027	null	null	null
biggM:M_9m3hdACP	MNXM1092027	null	null	null
9m3odACP	MNXM1092028	null	null	null
biggM:9m3odACP	MNXM1092028	null	null	null
biggM:M_9m3odACP	MNXM1092028	null	null	null
9mdACP	MNXM1092029	null	null	null
biggM:9mdACP	MNXM1092029	null	null	null
biggM:M_9mdACP	MNXM1092029	null	null	null
9mtd2eACP	MNXM1092030	null	null	null
biggM:9mtd2eACP	MNXM1092030	null	null	null
biggM:M_9mtd2eACP	MNXM1092030	null	null	null
9ohadd	MNXM1092031	null	null	null
biggM:9ohadd	MNXM1092031	null	null	null
biggM:M_9ohadd	MNXM1092031	null	null	null
ACP_2	MNXM1092032	null	null	null
biggM:ACP_2	MNXM1092032	null	null	null
biggM:M_ACP_2	MNXM1092032	null	null	null
AppppA	MNXM1092033	null	null	null
biggM:AppppA	MNXM1092033	null	null	null
biggM:M_AppppA	MNXM1092033	null	null	null
C100aPHA	MNXM1092034	null	null	null
biggM:C100aPHA	MNXM1092034	null	null	null
biggM:M_C100aPHA	MNXM1092034	null	null	null
C100pPHA	MNXM1092035	null	null	null
biggM:C100pPHA	MNXM1092035	null	null	null
biggM:M_C100pPHA	MNXM1092035	null	null	null
C101PAH	MNXM1092036	null	null	null
biggM:C101PAH	MNXM1092036	null	null	null
biggM:M_C101PAH	MNXM1092036	null	null	null
C120aPHA	MNXM1092037	null	null	null
biggM:C120aPHA	MNXM1092037	null	null	null
biggM:M_C120aPHA	MNXM1092037	null	null	null
C121aPHA	MNXM1092038	null	null	null
biggM:C121aPHA	MNXM1092038	null	null	null
biggM:M_C121aPHA	MNXM1092038	null	null	null
C121d6PHA	MNXM1092039	null	null	null
biggM:C121d6PHA	MNXM1092039	null	null	null
biggM:M_C121d6PHA	MNXM1092039	null	null	null
C140aPHA	MNXM1092040	null	null	null
biggM:C140aPHA	MNXM1092040	null	null	null
biggM:M_C140aPHA	MNXM1092040	null	null	null
C141aPHA	MNXM1092041	null	null	null
biggM:C141aPHA	MNXM1092041	null	null	null
biggM:M_C141aPHA	MNXM1092041	null	null	null
C141d5PHA	MNXM1092042	null	null	null
biggM:C141d5PHA	MNXM1092042	null	null	null
biggM:M_C141d5PHA	MNXM1092042	null	null	null
C142PHA	MNXM1092043	null	null	null
biggM:C142PHA	MNXM1092043	null	null	null
biggM:M_C142PHA	MNXM1092043	null	null	null
C40aPHA	MNXM1092044	null	null	null
biggM:C40aPHA	MNXM1092044	null	null	null
biggM:M_C40aPHA	MNXM1092044	null	null	null
C40atPHA	MNXM1092045	null	null	null
biggM:C40atPHA	MNXM1092045	null	null	null
biggM:M_C40atPHA	MNXM1092045	null	null	null
C40pPHA	MNXM1092046	null	null	null
biggM:C40pPHA	MNXM1092046	null	null	null
biggM:M_C40pPHA	MNXM1092046	null	null	null
C50aPHA	MNXM1092047	null	null	null
biggM:C50aPHA	MNXM1092047	null	null	null
biggM:M_C50aPHA	MNXM1092047	null	null	null
C50pPHA	MNXM1092048	null	null	null
biggM:C50pPHA	MNXM1092048	null	null	null
biggM:M_C50pPHA	MNXM1092048	null	null	null
C60aPHA	MNXM1092049	null	null	null
biggM:C60aPHA	MNXM1092049	null	null	null
biggM:M_C60aPHA	MNXM1092049	null	null	null
C60atPHA	MNXM1092050	null	null	null
biggM:C60atPHA	MNXM1092050	null	null	null
biggM:M_C60atPHA	MNXM1092050	null	null	null
C60pPHA	MNXM1092051	null	null	null
biggM:C60pPHA	MNXM1092051	null	null	null
biggM:M_C60pPHA	MNXM1092051	null	null	null
C70aPHA	MNXM1092052	null	null	null
biggM:C70aPHA	MNXM1092052	null	null	null
biggM:M_C70aPHA	MNXM1092052	null	null	null
C70pPHA	MNXM1092053	null	null	null
biggM:C70pPHA	MNXM1092053	null	null	null
biggM:M_C70pPHA	MNXM1092053	null	null	null
C80aPHA	MNXM1092054	null	null	null
biggM:C80aPHA	MNXM1092054	null	null	null
biggM:M_C80aPHA	MNXM1092054	null	null	null
C80pPHA	MNXM1092055	null	null	null
biggM:C80pPHA	MNXM1092055	null	null	null
biggM:M_C80pPHA	MNXM1092055	null	null	null
C90aPHA	MNXM1092056	null	null	null
biggM:C90aPHA	MNXM1092056	null	null	null
biggM:M_C90aPHA	MNXM1092056	null	null	null
C90pPHA	MNXM1092057	null	null	null
biggM:C90pPHA	MNXM1092057	null	null	null
biggM:M_C90pPHA	MNXM1092057	null	null	null
CDPdag_LM	MNXM1092058	null	null	null
biggM:CDPdag_LM	MNXM1092058	null	null	null
biggM:M_CDPdag_LM	MNXM1092058	null	null	null
CE5116	MNXM1092059	CCCCC/C=C\C/C=C\C/C=C\CCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](N2C=NC3=C2N=CN=C3N)C(O)C1OP(=O)([O-])[O-]	C41H62N7O17P3S	-4.0
biggM:CE5116	MNXM1092059	CCCCC/C=C\C/C=C\C/C=C\CCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](N2C=NC3=C2N=CN=C3N)C(O)C1OP(=O)([O-])[O-]	C41H62N7O17P3S	-4.0
biggM:M_CE5116	MNXM1092059	CCCCC/C=C\C/C=C\C/C=C\CCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](N2C=NC3=C2N=CN=C3N)C(O)C1OP(=O)([O-])[O-]	C41H62N7O17P3S	-4.0
CELLWALL	MNXM1092060	null	null	null
biggM:CELLWALL	MNXM1092060	null	null	null
biggM:M_CELLWALL	MNXM1092060	null	null	null
CLP	MNXM1092061	null	null	null
biggM:CLP	MNXM1092061	null	null	null
biggM:M_CLP	MNXM1092061	null	null	null
CPS_LLA	MNXM1092062	null	null	null
biggM:CPS_LLA	MNXM1092062	null	null	null
biggM:M_CPS_LLA	MNXM1092062	null	null	null
DMino14bp	MNXM1092063	null	null	null
biggM:DMino14bp	MNXM1092063	null	null	null
biggM:M_DMino14bp	MNXM1092063	null	null	null
DNA	MNXM1092064	null	null	null
biggM:DNA	MNXM1092064	null	null	null
biggM:M_DNA	MNXM1092064	null	null	null
DNA_LLA	MNXM1092065	null	null	null
biggM:DNA_LLA	MNXM1092065	null	null	null
biggM:M_DNA_LLA	MNXM1092065	null	null	null
HC00005	MNXM1092066	null	null	null
biggM:HC00005	MNXM1092066	null	null	null
biggM:M_HC00005	MNXM1092066	null	null	null
HC00006	MNXM1092067	null	null	null
biggM:HC00006	MNXM1092067	null	null	null
biggM:M_HC00006	MNXM1092067	null	null	null
HC00007	MNXM1092068	null	null	null
biggM:HC00007	MNXM1092068	null	null	null
biggM:M_HC00007	MNXM1092068	null	null	null
HC00008	MNXM1092069	null	null	null
biggM:HC00008	MNXM1092069	null	null	null
biggM:M_HC00008	MNXM1092069	null	null	null
HC00009	MNXM1092070	null	null	null
biggM:HC00009	MNXM1092070	null	null	null
biggM:M_HC00009	MNXM1092070	null	null	null
HC00617	MNXM1092071	null	null	null
biggM:HC00617	MNXM1092071	null	null	null
biggM:M_HC00617	MNXM1092071	null	null	null
HC00619	MNXM1092072	null	null	null
biggM:HC00619	MNXM1092072	null	null	null
biggM:M_HC00619	MNXM1092072	null	null	null
HC02048	MNXM1092073	null	null	null
biggM:HC02048	MNXM1092073	null	null	null
biggM:M_HC02048	MNXM1092073	null	null	null
HC10784	MNXM1092074	null	null	null
biggM:HC10784	MNXM1092074	null	null	null
biggM:M_HC10784	MNXM1092074	null	null	null
Hb	MNXM1092075	null	null	null
biggM:Hb	MNXM1092075	null	null	null
biggM:M_Hb	MNXM1092075	null	null	null
LAM	MNXM1092076	null	null	null
biggM:LAM	MNXM1092076	null	null	null
biggM:M_LAM	MNXM1092076	null	null	null
LIPID	MNXM1092077	null	null	null
biggM:LIPID	MNXM1092077	null	null	null
biggM:M_LIPID	MNXM1092077	null	null	null
LM	MNXM1092078	null	null	null
biggM:LM	MNXM1092078	null	null	null
biggM:M_LM	MNXM1092078	null	null	null
LPS11_ST	MNXM1092079	null	null	null
biggM:LPS11_ST	MNXM1092079	null	null	null
biggM:M_LPS11_ST	MNXM1092079	null	null	null
LPS11_VL	MNXM1092080	null	null	null
biggM:LPS11_VL	MNXM1092080	null	null	null
biggM:M_LPS11_VL	MNXM1092080	null	null	null
LPS11__L	MNXM1092081	null	null	null
biggM:LPS11__L	MNXM1092081	null	null	null
biggM:M_LPS11__L	MNXM1092081	null	null	null
LPS13_ST	MNXM1092082	null	null	null
biggM:LPS13_ST	MNXM1092082	null	null	null
biggM:M_LPS13_ST	MNXM1092082	null	null	null
LPS13_VL	MNXM1092083	null	null	null
biggM:LPS13_VL	MNXM1092083	null	null	null
biggM:M_LPS13_VL	MNXM1092083	null	null	null
LPS13__L	MNXM1092084	null	null	null
biggM:LPS13__L	MNXM1092084	null	null	null
biggM:M_LPS13__L	MNXM1092084	null	null	null
LPS16_ST	MNXM1092085	null	null	null
