bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
ALCD1	Alcohol dehydrogenase (methanol)	meoh_c + nad_c <-> fald_c + h_c + nadh_c	iSB619; iAT_PLT_636; iCHOv1; iJB785; iAF987; RECON1	BioCyc: http://identifiers.org/biocyc/META:METHANOL-DEHYDROGENASE-RXN; EC Number: http://identifiers.org/ec-code/1.1.1.244; KEGG Reaction: http://identifiers.org/kegg.reaction/R00605; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95708; RHEA: http://identifiers.org/rhea/19401	ALCD1
ASPabc	L-aspartate transport via ABC system	asp__L_e + atp_c + h2o_c <-> adp_c + asp__L_c + h_c + pi_c	iSB619; iJR904	RHEA: http://identifiers.org/rhea/29041#1; EC Number: http://identifiers.org/ec-code/3.6.3.21; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-222; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96103	ASPabc
BTS3r	Biotin synthase	dtbt_c + 2.0 s_c <-> btn_c + h2s_c	iNJ661; iLJ478; iSB619; iAF692	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96342; EC Number: http://identifiers.org/ec-code/2.8.1.6	BTS3; BTS3r
CIT_Mgt	Citrate-Mg transport in via proton symport	Cit_Mg_e + h_e <-> Cit_Mg_c + h_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96738	CIT_Mgt
CRNabc	L-carnitine transport via ABC system	atp_c + crn_e + h2o_c <-> adp_c + crn_c + h_c + pi_c	iNJ661; iYO844; iSB619	RHEA: http://identifiers.org/rhea/38722#1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96905	CRNabc
CYSabc	L-cysteine transport via ABC system	atp_c + cys__L_e + h2o_c <-> adp_c + cys__L_c + h_c + pi_c	iHN637; iIT341; iYO844; iSB619; iJR904	RHEA: http://identifiers.org/rhea/32797#1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97025; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-265; EC Number: http://identifiers.org/ec-code/3.6.3.21	CYSabc
DHPPDA	Diaminohydroxyphosphoribosylaminopyrimidine deaminase	25dhpp_c + h_c + h2o_c <-> 5apru_c + nh4_c	iLJ478; iND750; iNF517; iJN746; iYO844; iIT341; iJN678; iNJ661; iHN637; iSB619; iJB785	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97430	DHPPDA; DHPPDA2; DHPPDA_1
EX_Cit_Mg_e	Citrate-Mg exchange	Cit_Mg_e <-> 	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98133	EX_Cit_Mg_LPAREN_e_RPAREN_
EX_salcn_e	Salicin exchange	salcn_e <-> 	iNRG857_1313; iY75_1357; iSFV_1184; iYO844; iUMN146_1321; iE2348C_1286; iSbBS512_1146; iECO103_1326; iZ_1308; iSF_1195; iG2583_1286; iEC55989_1330; iLF82_1304; iECDH1ME8569_1439; iWFL_1372; iECIAI39_1322; iS_1188; iEcSMS35_1347; iUTI89_1310; iECOK1_1307; iSBO_1134; iECABU_c1320; iSDY_1059; iEcDH1_1363; iSSON_1240; iECBD_1354; iSFxv_1172; iEcHS_1320; iUMNK88_1353; iECH74115_1262; iECW_1372; iECO26_1355; iETEC_1333; iECNA114_1301; iEKO11_1354; iEcolC_1368; iECP_1309; iECO111_1330; iB21_1397; iECS88_1305; iEcE24377_1341; iECs_1301; iECSE_1348; iECSP_1301; iECSF_1327; iECUMN_1333; iECIAI1_1343; iECDH10B_1368; iSB619; ic_1306; iAPECO1_1312; iBWG_1329; iEC042_1314; iECD_1391; iECB_1328; iECED1_1282	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98923	EX_salcn_LPAREN_e_RPAREN_; EX_salcn_e; EX_salcn_e_
FRUpts	D-fructose transport via PEP:Pyr PTS	fru_e + pep_c <-> f1p_c + pyr_c	iHN637; iJN746; iYO844; iSB619; iNF517; iJR904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99661	FRUpts
G3PCT	Glycerol-3-phosphate cytidylyltransferase	ctp_c + glyc3p_c + h_c <-> cdpglyc_c + ppi_c	iYO844; iWFL_1372; iNF517; iLF82_1304; iHN637; iNRG857_1313; iECO111_1330; iECW_1372; iECO26_1355; iEKO11_1354; iECNA114_1301; iEcolC_1368; iEcSMS35_1347; iSB619	RHEA: http://identifiers.org/rhea/13364; EC Number: http://identifiers.org/ec-code/2.7.7.39; KEGG Reaction: http://identifiers.org/kegg.reaction/R00856; BioCyc: http://identifiers.org/biocyc/META:2.7.7.39-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99872	G3PCT
GAL6PI	Galactose-6-phosphate isomerase	dgal6p_c <-> tag6p__D_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99928	GAL6PI
GCCa	Glycine-cleavage complex	gly_c + h_c + lpro_c <-> alpro_c + co2_c	iHN637; iNJ661; iAF987; iSB619	EC Number: http://identifiers.org/ec-code/1.4.4.2; KEGG Reaction: http://identifiers.org/kegg.reaction/R03425; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100067	GCCa
GLCpts	D-glucose transport via PEP:Pyr PTS	glc__D_e + pep_c <-> g6p_c + pyr_c	iJR904; iSB619; e_coli_core; iNF517; iYO844	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100237	GLCpts
HEMEti	Heme transport via ABC system	atp_c + h2o_c + pheme_e <-> adp_c + h_c + pheme_c + pi_c	iIT341; iSB619	RHEA: http://identifiers.org/rhea/19261#2; EC Number: http://identifiers.org/ec-code/3.6.3.41; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100597	HEMEti
HEXTT	Trans-hexaprenyltranstransferase	hexdp_c + ipdp_c <-> hepdp_c + ppi_c	iYO844; iSB619	RHEA: http://identifiers.org/rhea/20837; EC Number: http://identifiers.org/ec-code/2.5.1.-; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100621; KEGG Reaction: http://identifiers.org/kegg.reaction/R05612	HEXTT
HISDr	Histidase r	his__L_c <-> nh4_c + urcan_c	iYO844; iJN746; iRC1080; iECIAI39_1322; iMM1415; iSB619; iHN637; iYL1228; STM_v1_0; RECON1; iCHOv1	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-SSC-70899; RHEA: http://identifiers.org/rhea/21235; EC Number: http://identifiers.org/ec-code/4.3.1.3; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100639; BioCyc: http://identifiers.org/biocyc/META:HISTIDINE-AMMONIA-LYASE-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R01168	HISD; HISD1r; HISDr; HISNH4L
HISabc	L-histidine transport via ABC system	atp_c + h2o_c + his__L_e <-> adp_c + h_c + his__L_c + pi_c	iJR904; iIT341; iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100644; RHEA: http://identifiers.org/rhea/29892#1; EC Number: http://identifiers.org/ec-code/3.6.3.21; BioCyc: http://identifiers.org/biocyc/META:ABC-14-RXN	HISabc
KAS1	B-ketoacyl synthetase (Iso-C14:0)	14.0 h_c + ibcoa_c + 5.0 malcoa_c + 10.0 nadph_c <-> 5.0 co2_c + 6.0 coa_c + fa1_c + 4.0 h2o_c + 10.0 nadp_c	iSB619; iYO844	EC Number: http://identifiers.org/ec-code/2.3.1.41; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100907	KAS1
KAS16	3-hydroxy-myristoyl-ACP synthesis	ddcaACP_c + 2.0 h_c + malACP_c + nadph_c <-> 3hmrsACP_c + ACP_c + co2_c + nadp_c	iSB619; iJR904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100914	KAS16
KAS3	B-ketoacyl synthetase (Iso-C15:0)	14.0 h_c + ivcoa_c + 5.0 malcoa_c + 10.0 nadph_c <-> 5.0 co2_c + 6.0 coa_c + fa3_c + 4.0 h2o_c + 10.0 nadp_c	iYO844; iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100919; EC Number: http://identifiers.org/ec-code/2.3.1.41	KAS3
KAS5	B-ketoacyl synthetase (Iso-C16:1)	16.0 h_c + ibcoa_c + 6.0 malcoa_c + 11.0 nadph_c <-> 6.0 co2_c + 7.0 coa_c + fa5_c + 5.0 h2o_c + 11.0 nadp_c	iYO844; iSB619	EC Number: http://identifiers.org/ec-code/2.3.1.41; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100921	KAS5
KAS6	B-ketoacyl synthetase (Iso-C16:0)	17.0 h_c + ibcoa_c + 6.0 malcoa_c + 12.0 nadph_c <-> 6.0 co2_c + 7.0 coa_c + fa6_c + 5.0 h2o_c + 12.0 nadp_c	iYO844; iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100922; EC Number: http://identifiers.org/ec-code/2.3.1.41	KAS6
KAS7	B-ketoacyl synthetase (n-C16:1)	accoa_c + 19.0 h_c + 7.0 malcoa_c + 13.0 nadph_c <-> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdcea_c + 13.0 nadp_c	iYO844; iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100923	KAS7
LACpts	Lactose transport via PEP:Pyr PTS	lcts_e + pep_c <-> lac6p_c + pyr_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101001	LACpts
LYSabc	L-lysine transport via ABC system	atp_c + h2o_c + lys__L_e <-> adp_c + h_c + lys__L_c + pi_c	iSB619; iJR904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101265; RHEA: http://identifiers.org/rhea/29890#1; BioCyc: http://identifiers.org/biocyc/META:ABC-3-RXN; EC Number: http://identifiers.org/ec-code/3.6.3.21	LYSabc
MOBDabc	Molybdate transport via ABC system	atp_c + h2o_c + mobd_e <-> adp_c + h_c + mobd_c + pi_c	iSB619; iHN637; iAF692; iYO844	RHEA: http://identifiers.org/rhea/22021#1; EC Number: http://identifiers.org/ec-code/3.6.3.29; BioCyc: http://identifiers.org/biocyc/META:ABC-19-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101689	MOBDabc
NAt3_15	Sodium proton antiporter (H:NA is 1.5)	3.0 h_e + 2.0 na1_c <-> 3.0 h_c + 2.0 na1_e	iJR904; iSB619	RHEA: http://identifiers.org/rhea/29250; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101914; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-130	NAt3_15
NAt3_2	Sodium proton antiporter (H:NA is 2)	2.0 h_e + na1_c <-> 2.0 h_c + na1_e	iJR904; iSB619; iHN637	RHEA: http://identifiers.org/rhea/29253; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101915; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-129	NAt3_2
NH4OHDs	NH4OH dissociation	h_c + nh4oh_c <-> h2o_c + nh4_c	iNJ661; iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101949	NH4OHDs
NH4t4	Ammonium transport out via K+ antiport	k_c + nh4_e <-> k_e + nh4_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101952	NH4t4
OCTD	D-octopine dehydrogenase	h2o_c + nadp_c + octp_c <-> arg__L_c + h_c + nadph_c + pyr_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102152	OCTD
ORNTAC	Ornithine transacetylase	acorn_c + glu__L_c <-> acglu_c + orn_c	iLJ478; iJN746; iAF692; iNJ661; iRC1080; iSB619; iHN637; iAF987; iJN678; iJB785	EC Number: http://identifiers.org/ec-code/2.3.1.35; RHEA: http://identifiers.org/rhea/15350; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102221; BioCyc: http://identifiers.org/biocyc/META:GLUTAMATE-N-ACETYLTRANSFERASE-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R02282	GACT; ORNTAC; ORNTACr
PGLYSA_SA2	Phosphatidylglycine Synthase (SA) 2	0.02 cdpdag_SA_c + gly_c <-> cmp_c + h_c + 0.02 pgly_SA2_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102546	PGLYSA_SA2
PIt7	Phosphate transport in/out via three Na+ symporter	3.0 na1_e + pi_e <-> 3.0 na1_c + pi_c	iSB619; iCHOv1; iYO844; iMM1415; RECON1; iMM1415; RECON1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102874	PIt7; PIt7ir; PIt8
PSD_SA	Phosphatidylserine decarboxylase (Saureus)	h_c + 0.02 ps_SA_c <-> co2_c + 0.02 pe_SA_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103239	PSD_SA
PTRCORNt7	Putrescine/ornithine antiporter	orn_c + ptrc_e <-> orn_e + ptrc_c	iJR904; iSB619	RHEA: http://identifiers.org/rhea/28830; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103336; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-211	PTRCORNt7
RAFH	Raffinose hydrolyzing enzyme	h2o_c + raffin_c <-> fru_c + melib_c	iLJ478; iE2348C_1286; iYO844; iECIAI39_1322; iSDY_1059; iSF_1195; iSFxv_1172; iEC55989_1330; iWFL_1372; iECO103_1326; iS_1188; iECO111_1330; iSSON_1240; iECO26_1355; iG2583_1286; iECP_1309; iZ_1308; iECs_1301; iSFV_1184; iEcSMS35_1347; iEKO11_1354; iECSE_1348; iECW_1372; iECSP_1301; iECSF_1327; iECUMN_1333; iEcE24377_1341; iECNA114_1301; iECH74115_1262; iECIAI1_1343; iSB619	KEGG Reaction: http://identifiers.org/kegg.reaction/R06100; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103420; EC Number: http://identifiers.org/ec-code/3.2.1.26	INVRTSc; RAFH
SA_free_FA	Free Fatty Acid composition for SA	7.7 fa11_c + 18.1 fa12_c + 19.3 fa3_c + 32.7 fa4_c + 4.7 fa6_c + 10.1 hdca_c <-> SA_FREE_FA_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104276	SA_free_FA
SUCD1	Succinate dehydrogenase	fad_c + succ_c <-> fadh2_c + fum_c	iJN746; iYO844; iNJ661; iLJ478; iSB619; iNF517; iJR904	RHEA: http://identifiers.org/rhea/30343; KEGG Reaction: http://identifiers.org/kegg.reaction/R00408; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99636; EC Number: http://identifiers.org/ec-code/1.3.5.1	SUCD1; SUCD1i
SUCpts	Sucrose transport via PEP:Pyr PTS	pep_c + sucr_e <-> pyr_c + suc6p_c	iJR904; iSB619; iNF517; iYO844	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104643	SUCpts
SULabc	Sulfate transport via ABC system	atp_c + h2o_c + so4_e <-> adp_c + h_c + pi_c + so4_c	iJR904; iHN637; iIT341; iAF692; iNJ661; iSB619	EC Number: http://identifiers.org/ec-code/3.6.3.25; RHEA: http://identifiers.org/rhea/10194#1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104655; BioCyc: http://identifiers.org/biocyc/META:3.6.3.25-RXN	SULabc
UAG4Ei	UDP-N-acetylglucosamine 4-epimerase	uacgam_c <-> udpacgal_c	iZ_1308; iMM1415; iWFL_1372; RECON1; iSbBS512_1146; iCHOv1; iWFL_1372; iE2348C_1286; iG2583_1286; iE2348C_1286; iG2583_1286; iECH74115_1262; iEKO11_1354; iECIAI1_1343; iEKO11_1354; iEC55989_1330; iECW_1372; iEC55989_1330; iECW_1372; iECED1_1282; iECO103_1326; iEcolC_1368; iEcolC_1368; iECP_1309; iECs_1301; iECSP_1301; iECSP_1301; iECED1_1282; iEcSMS35_1347; iEcE24377_1341; iECIAI1_1343; iSB619; ic_1306; ic_1306; iECP_1309	EC Number: http://identifiers.org/ec-code/5.1.3.7; KEGG Reaction: http://identifiers.org/kegg.reaction/R00418; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105027	UACGAM4E; UAG4E; UAG4Ei
UDPG3g12dgrGT_SA2	UDPglucose:3g12dgr 3-D-glucosyltransferase 2	3g12dgr_SA2_c + 50.0 udpg_c <-> dgdcg_SA2_c + 50.0 udp_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105056	UDPG3g12dgrGT_SA2
UREAt	Urea transport via facilitate diffusion	urea_e <-> urea_c	iJR904; iIT341; iAB_RBC_283; iSB619; iMM1415; RECON1; iAT_PLT_636; iYO844; iCHOv1; iAF692	RHEA: http://identifiers.org/rhea/32800; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-TGU-507873; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-460; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105156	UREAt
URFGTT	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	2ombz_c + amet_c <-> 2ommb_c + ahcys_c + h_c	iG2583_1286; iY75_1357; iWFL_1372; iE2348C_1286; iNRG857_1313; iBWG_1329; iSFV_1184; iECP_1309; iUMNK88_1353; iSF_1195; iSbBS512_1146; iEC55989_1330; iLF82_1304; iECIAI39_1322; iZ_1308; iECABU_c1320; iS_1188; iECB_1328; iUMN146_1321; iEcolC_1368; iSFxv_1172; iECO26_1355; iSDY_1059; iECS88_1305; iECW_1372; iEcSMS35_1347; iEKO11_1354; iECSE_1348; iETEC_1333; iECUMN_1333; iECSF_1327; iECNA114_1301; iEcE24377_1341; iECs_1301; iECH74115_1262; iECSP_1301; iAPECO1_1312; iSB619; ic_1306; iEcDH1_1363; iEC042_1314; iECOK1_1307; iECO103_1326; iECO111_1330; iECDH10B_1368; iECBD_1354; iECED1_1282	RHEA: http://identifiers.org/rhea/26465; EC Number: http://identifiers.org/ec-code/2.1.1.163; BioCyc: http://identifiers.org/biocyc/META:RXN-14177; KEGG Reaction: http://identifiers.org/kegg.reaction/R04990; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105158	URFGTT
URIt4	Uridine transport in via sodium symport	na1_e + uri_e <-> na1_c + uri_c	iSB619; iMM1415; iAT_PLT_636; iCHOv1; RECON1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105167	URIt4
BIOMASS_SA_2a	SA biomass 2 without ions	0.42 12dgr_EC_c + 1.27 26dap_LL_c + 0.6 DGDG_SA_c + 0.01 SA_FREE_FA_c + 0.38 acgam_c + 1.22 acgam1p_c + 6.6 ala__L_c + 3.11 amp_c + 3.88 arg__L_c + 4.48 asn__L_c + 4.48 asp__L_c + 20.0 atp_c + 2.51 clpn_EC_c + 2.2 cmp_c + 0.79 cys__L_c + 0.76 damp_c + 0.53 dcmp_c + 0.6 dgmp_c + 0.73 dtmp_c + 0.23 gam1p_c + 0.38 glc__D_c + 5.3 glcp_SA_c + 8.72 gln__L_c + 9.68 glu__L_c + 3.51 gly_c + 4.01 gmp_c + 20.0 h2o_c + 1.45 his__L_c + 4.06 ile__L_c + 5.21 leu__L_c + 5.45 lys__L_c + 1.94 met__L_c + 0.01 pala_SA_c + 0.89 pe_EC_c + 2.31 pg_EC_c + 0.01 pgly_SA_c + 3.33 phe__L_c + 0.01 pleu_SA_c + 0.15 plys_SA_c + 2.12 pro__L_c + 2.6 ser__L_c + 2.86 tcam_c + 2.54 thr__L_c + 1.27 trp__L_c + 2.3 tyr__L_c + 1.78 uamr_c + 2.39 ump_c + 4.12 val__L_c <-> 20.0 adp_c + 20.0 h_c + 20.0 pi_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96288	biomass_SA_2a
BIOMASS_SA_6b	SA biomass 6 without ions	0.42 12dgr_SA_c + 1.27 26dap_LL_c + 0.01 SA_FREE_FA_c + 0.38 acgam_c + 1.22 acgam1p_c + 6.6 ala__L_c + 3.11 amp_c + 3.88 arg__L_c + 4.48 asn__L_c + 4.48 asp__L_c + 20000.0 atp_c + 2.51 clpn_SA_c + 2.2 cmp_c + 0.79 cys__L_c + 0.76 damp_c + 0.53 dcmp_c + 0.012068 dgdcg_SA2_c + 0.6 dgmp_c + 0.73 dtmp_c + 0.23 gam1p_c + 5.3 glcp_SA_c + 8.72 gln__L_c + 9.68 glu__L_c + 3.51 gly_c + 4.01 gmp_c + 20000.0 h2o_c + 1.45 his__L_c + 4.06 ile__L_c + 5.21 leu__L_c + 5.45 lys__L_c + 1.94 met__L_c + 0.01 pala_SA2_c + 0.89 pe_SA_c + 2.31 pg_SA_c + 0.01 pgly_SA2_c + 3.33 phe__L_c + 0.01 pleu_SA2_c + 0.15 plys_SA2_c + 2.12 pro__L_c + 0.01 ptrc_c + 2.6 ser__L_c + 0.01 spmd_c + 2.86 tcam_c + 2.54 thr__L_c + 1.27 trp__L_c + 2.3 tyr__L_c + 1.78 uamr_c + 2.39 ump_c + 4.12 val__L_c <-> 20000.0 adp_c + 20000.0 h_c + 20000.0 pi_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96295	biomass_SA_6b
BIOMASS_SA_nuc_only	SA biomass only nucleutides	3.11 amp_c + 2.2 cmp_c + 0.76 damp_c + 0.53 dcmp_c + 0.6 dgmp_c + 0.73 dtmp_c + 4.01 gmp_c + 2.39 ump_c <-> h2o_c	iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96300	biomass_SA_nuc_only
DRIBtex	Deoxyribose transport via diffusion extracellular to periplasm 	drib_e <-> drib_p	iY75_1357; iE2348C_1286; iSBO_1134; iECSE_1348; iZ_1308; iSF_1195; iWFL_1372; iEC55989_1330; iSbBS512_1146; iECIAI39_1322; STM_v1_0; iECDH1ME8569_1439; iUMNK88_1353; iAPECO1_1312; iG2583_1286; iECABU_c1320; iSFV_1184; iECIAI1_1343; iUTI89_1310; iECO26_1355; iS_1188; iECB_1328; iUMN146_1321; iECP_1309; iLF82_1304; iEcolC_1368; iSDY_1059; iECO103_1326; iSFxv_1172; iECOK1_1307; iSSON_1240; iEcSMS35_1347; iNRG857_1313; iECSP_1301; iEKO11_1354; iECUMN_1333; iECW_1372; iEcE24377_1341; iETEC_1333; iECED1_1282; iECSF_1327; iBWG_1329; iECBD_1354; iECNA114_1301; iECs_1301; iB21_1397; iECO111_1330; iEC042_1314; ic_1306; iECH74115_1262; iEcHS_1320; iECDH10B_1368; iEcDH1_1363; iECS88_1305; iECD_1391	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97783	DRIBtex
HDCAt2pp	Hexadecanoate transport via proton symport	hdca_p + h_p <-> hdca_c + h_c	STM_v1_0; iE2348C_1286; iY75_1357; iSF_1195; iETEC_1333; iEC55989_1330; iECW_1372; iECDH1ME8569_1439; iEKO11_1354; iBWG_1329; iSDY_1059; iECS88_1305; iSBO_1134; iECABU_c1320; iSbBS512_1146; iECO111_1330; iG2583_1286; iECOK1_1307; iNRG857_1313; iEcolC_1368; iS_1188; iECO103_1326; iSFV_1184; iECIAI1_1343; iWFL_1372; iEcSMS35_1347; iSSON_1240; iECIAI39_1322; iUMN146_1321; iECSE_1348; iSFxv_1172; iECSP_1301; iUTI89_1310; iECSF_1327; iLF82_1304; iECO26_1355; iZ_1308; iAPECO1_1312; iUMNK88_1353; iECDH10B_1368; iECBD_1354; iECH74115_1262; iECUMN_1333; iECP_1309; iB21_1397; iECED1_1282; iECNA114_1301; iEcDH1_1363; ic_1306; iEC042_1314; iECs_1301; iECD_1391; iEcHS_1320; iEcE24377_1341; iECB_1328	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100583	HDCAt2pp
EX_tton_e	Trithionate Exchange	tton_e <-> 	iEKO11_1354; iE2348C_1286; iETEC_1333; iECH74115_1262; iECW_1372; iSF_1195; iY75_1357; iEcSMS35_1347; STM_v1_0; iECSP_1301; iSDY_1059; iEC55989_1330; iUMNK88_1353; iECDH10B_1368; iNRG857_1313; iECED1_1282; iSbBS512_1146; iECDH1ME8569_1439; iLF82_1304; iECABU_c1320; iWFL_1372; iEcHS_1320; iG2583_1286; iECO26_1355; iZ_1308; iEcolC_1368; iSFxv_1172; iECP_1309; iSSON_1240; iECS88_1305; iSFV_1184; iECs_1301; iSBO_1134; iECSE_1348; iUMN146_1321; iECNA114_1301; iUTI89_1310; iECUMN_1333; iS_1188; iECD_1391; iEcE24377_1341; iECO103_1326; iB21_1397; iECBD_1354; iECO111_1330; iBWG_1329; iECIAI39_1322; ic_1306; iEC042_1314; iECOK1_1307; iAPECO1_1312; iEcDH1_1363; iECIAI1_1343; iECSF_1327; iECB_1328	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98999	EX_tton_LPAREN_e_RPAREN_; EX_tton_e
EX_feroxEfe_e	Ferrioxamine E fe exchange	feroxEfe_e <-> 	iECW_1372; iE2348C_1286; iETEC_1333; iAPECO1_1312; iEKO11_1354; iSF_1195; iY75_1357; iECSF_1327; iSFxv_1172; iECS88_1305; iUMNK88_1353; iEC55989_1330; iUMN146_1321; iECSP_1301; iUTI89_1310; iECOK1_1307; iSbBS512_1146; iECABU_c1320; iSSON_1240; iEcDH1_1363; STM_v1_0; iECs_1301; iLF82_1304; iB21_1397; iSBO_1134; iECB_1328; iSFV_1184; iECP_1309; iWFL_1372; iECNA114_1301; iS_1188; iEcSMS35_1347; iSDY_1059; iEcHS_1320; iZ_1308; iECBD_1354; iG2583_1286; iECH74115_1262; iNRG857_1313; iEcE24377_1341; iECUMN_1333; iECDH1ME8569_1439; iECIAI39_1322; iECO103_1326; iEcolC_1368; iECSE_1348; ic_1306; iEC042_1314; iECO111_1330; iECO26_1355; iBWG_1329; iECDH10B_1368; iECED1_1282; iECIAI1_1343; iECD_1391	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98483	EX_feroxEfe_LPAREN_e_RPAREN_; EX_feroxEfe_e
EX_pep_e	Phosphoenolpyruvate exchange	pep_e <-> 	iEKO11_1354; iE2348C_1286; iECW_1372; iEcHS_1320; iETEC_1333; iSF_1195; iY75_1357; iEC55989_1330; iYO844; iECD_1391; iG2583_1286; iEcolC_1368; iS_1188; iECIAI39_1322; iSbBS512_1146; iECABU_c1320; iSFxv_1172; iEcDH1_1363; STM_v1_0; iECO26_1355; iUMN146_1321; iECs_1301; iZ_1308; iECO103_1326; iSSON_1240; iECDH10B_1368; iSDY_1059; iECS88_1305; iNRG857_1313; iEcSMS35_1347; iUTI89_1310; iECSE_1348; iSFV_1184; iECSP_1301; iWFL_1372; iECOK1_1307; iUMNK88_1353; iAPECO1_1312; iSBO_1134; iECO111_1330; iLF82_1304; iBWG_1329; iECSF_1327; iECUMN_1333; iB21_1397; iECED1_1282; iECBD_1354; iECH74115_1262; ic_1306; iECDH1ME8569_1439; iEC042_1314; iECIAI1_1343; iEcE24377_1341; iECB_1328; iECP_1309; iECNA114_1301	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98838	EX_pep_LPAREN_e_RPAREN_; EX_pep_e; EX_pep_e_
