bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
RE1944C	RE1944	h_c + atp_c + lipoate_c <-> CE5656_c + ppi_c	iCHOv1	RHEA: http://identifiers.org/rhea/12915; EC Number: http://identifiers.org/ec-code/2.7.7.63; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101081; KEGG Reaction: http://identifiers.org/kegg.reaction/R07770; BioCyc: http://identifiers.org/biocyc/META:RXN-8654	RE1944C
RE1952X	RE1952	CE2566_x + h2o_x <-> CE2568_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103586	RE1952X
RE1957G	RE1957	atp_g + pail35p_cho_g <-> pail345p_cho_g + adp_g + h_g	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103589	RE1957G
RE2048N	RE2048	o2_n + CE2565_n <-> h2o_n + CE2566_n	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103597	RE2048N
RE2081C	RE2081	carn_c + accoa_c <-> CE2065_c + coa_c + h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103608	RE2081C
RE2112C	RE2112	h2o_c + cholate_c + nadp_c <-> dchac_c + h_c + nadph_c + o2_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103610	RE2112C
RE2130C	RE2130	fald_c + dopa_c <-> CE2172_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103617	RE2130C
RE2154C	RE2154	nadh_c + C03681_c + h_c <-> nad_c + CE2211_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103630; RHEA: http://identifiers.org/rhea/41990; BioCyc: http://identifiers.org/biocyc/META:RXN66-570; EC Number: http://identifiers.org/ec-code/1.1	RE2154C
RE2203C	RE2203	CE5747_c <-> CE5776_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103634	RE2203C
RE2249C	RE2249	13_cis_retn_c + nadph_c + h_c + o2_c <-> h2o_c + CE2964_c + nadp_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103639	RE2249C
RE2269C	RE2269	2.0 h2o_c + CE5786_c <-> CE5788_c + leu__L_c + phe__L_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103643	RE2269C
RE2269E	RE2269	CE5786_e + 2.0 h2o_e <-> phe__L_e + leu__L_e + CE5788_e	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103643	RE2269E
RE2270E	RE2270	h2o_e + CE5786_e <-> CE5789_e + leu__L_e	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103644	RE2270E
RE2273C	RE2273	CE5797_c + h2o_c <-> CE5798_c + leu__L_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103646	RE2273C
RE2292C	RE2292	CE5456_c + nad_c <-> 4mop_c + nadh_c + h_c	iCHOv1	EC Number: http://identifiers.org/ec-code/1.1.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103647; BioCyc: http://identifiers.org/biocyc/META:RXN-16245	RE2292C
RE2319X	RE2319	CE5252_x + gthrd_x <-> CE5240_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103651	RE2319X
RE2360C	RE2360	leuktrE4_c + accoa_c <-> coa_c + CE4936_c + h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103657	RE2360C
RE2373C	RE2373	CE5835_c <-> CE5022_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103658	RE2373C
RE2375C	RE2375	CE5837_c + h2o_c <-> CE5838_c + h2o2_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103659	RE2375C
RE2405R	RE2405	CE1926_r + udpglcur_r <-> udp_r + CE5854_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103668	RE2405R
RE2426C	RE2426	h2o_c + melatn_c <-> 6hoxmelatn_c + 2.0 h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103669	RE2426C
RE2427M	RE2427	gly_m + ivcoa_m <-> h_m + coa_m + CE4968_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103670; EC Number: http://identifiers.org/ec-code/2.3.1.13	RE2427M
RE2444C	RE2444	CE5829_c + h2o_c <-> CE5866_c + CE5865_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103677	RE2444C
RE2493C	RE2493	cbl2_c + amet_c <-> ahcys_c + C06453_c + 4.0 h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103686	RE2493C
RE2513E	RE2513	h2o2_e + cl_e + h_e <-> CE4633_e + h2o_e	iCHOv1	EC Number: http://identifiers.org/ec-code/1.11.2.2; BioCyc: http://identifiers.org/biocyc/META:RXN-11818; RHEA: http://identifiers.org/rhea/28221; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103687; KEGG Reaction: http://identifiers.org/kegg.reaction/R09564	RE2513E
RE2514E	RE2514	CE4633_e + no2_e + h_e <-> CE4881_e + h2o_e	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103688	RE2514E
RE2514L	RE2514	CE4633_l + no2_l + h_l <-> CE4881_l + h2o_l	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103688	RE2514L
RE2514N	RE2514	no2_n + CE4633_n + h_n <-> h2o_n + CE4881_n	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103688	RE2514N
RE2521C	RE2521	nadph_c + 2.0 CE5538_c <-> nadp_c + h_c + 2.0 CE5542_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103690	RE2521C
RE2522X	RE2522	CE5536_x + gthrd_x <-> CE5546_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103691	RE2522X
RE2523C	RE2523	CE5538_c + gthrd_c <-> CE5547_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103692	RE2523C
RE2523X	RE2523	gthrd_x + CE5538_x <-> CE5547_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103692	RE2523X
RE2524X	RE2524	gthrd_x + L_dpchrm_x <-> CE5544_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103693	RE2524X
RE2525X	RE2525	CE4888_x + gthrd_x <-> CE5545_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103694	RE2525X
RE2541E	RE2541	CE5854_e + h2o_e <-> CE1926_e + h_e + glcur_e	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103697	RE2541E
RE2633C	RE2633	nadp_c + CE1273_c <-> nadph_c + CE1274_c + h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103706	RE2633C
RE2640C	RE2640	C02712_c + h2o_c <-> ac_c + met__L_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103709; EC Number: http://identifiers.org/ec-code/3.5.1.14	RE2640C
RE2642C	RE2642	CE1554_c + h2o_c <-> ac_c + ala__L_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103710; EC Number: http://identifiers.org/ec-code/3.5.1.14	RE2642C
RE2659R	RE2659	retn_r <-> 13_cis_retn_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103424	RE2659R
RE2660N	RE2660	CE5236_n <-> CE2705_n	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103715	RE2660N
RE2675C	RE2675	h_c + dhcrm_cho_c + nadh_c + o2_c <-> nad_c + 2.0 h2o_c + crm_cho_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103716	RE2675C
RE2677G	RE2677	udpgal_g + crm_cho_g <-> udp_g + h_g + galside_cho_g	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103717	RE2677G
RE2705C	RE2705	no2_c + CE7047_c <-> CE5986_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103719	RE2705C
RE2718C	RE2718	C01747_c + paps_c <-> pap_c + h_c + C02744_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103721	RE2718C
RE2766C	RE2766	nadp_c + tststerone_c <-> h_c + andrstndn_c + nadph_c	iCHOv1	EC Number: http://identifiers.org/ec-code/1.1.1.64; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100717	RE2766C
RE2782C	RE2782	atp_c + sbt__D_c <-> adp_c + CE3075_c + h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103725	RE2782C
RE2849C	RE2849	3.0 crvnc_c + 5.0 h_c + 5.0 o2s_c <-> 4.0 h2o_c + 3.0 CE6426_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103728	RE2849C
RE2854C	RE2854	5.0 o2s_c + 5.0 h_c + 3.0 crvnc_c <-> 3.0 CE6420_c + 4.0 h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103732	RE2854C
RE2859C	RE2859	5.0 crvnc_c + 7.0 o2_c <-> CE6446_c + 4.0 CE6426_c + 2.0 h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103736	RE2859C
RE2868C	RE2868	CE6446_c + ascb__L_c <-> dhdascb_c + CE6456_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103744	RE2868C
RE2874C	RE2874	ascb__L_c + CE6449_c <-> CE6462_c + h2o_c + dhdascb_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103749	RE2874C
RE2875C	RE2875	CE6449_c + 2.0 h_c <-> h2o_c + CE6463_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103750	RE2875C
RE2877C	RE2877	CE6450_c + 2.0 h_c <-> CE6465_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103752	RE2877C
RE2888C	RE2888	urate_c + h2o2_c <-> urea_c + CE0074_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103755	RE2888C
RE2899C	RE2899	dhdascb_c + C02147_c <-> lipoate_c + ascb__L_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103756	RE2899C
RE2958C	RE2958	h2o_r + prostgi2_r <-> CE0955_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103762	RE2958C
RE2972G	RE2972	pail5p_cho_g + atp_g <-> pail45p_cho_g + adp_g + h_g	iCHOv1	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-HSA-6811522; BioCyc: http://identifiers.org/biocyc/META:2.7.1.149-RXN; RHEA: http://identifiers.org/rhea/12281; KEGG Reaction: http://identifiers.org/kegg.reaction/R05803; EC Number: http://identifiers.org/ec-code/2.7.1.149; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102819	RE2972G
RE2972M	RE2972	atp_m + pail5p_cho_m <-> adp_m + h_m + pail45p_cho_m	iCHOv1	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-RNO-6811522; RHEA: http://identifiers.org/rhea/12281; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102819; EC Number: http://identifiers.org/ec-code/2.7.1.149; BioCyc: http://identifiers.org/biocyc/META:2.7.1.149-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R05803	RE2972M
RE2974N	RE2974	atp_n + pail3p_cho_n <-> pail35p_cho_n + h_n + adp_n	iCHOv1	EC Number: http://identifiers.org/ec-code/2.7.1.150; KEGG Reaction: http://identifiers.org/kegg.reaction/R05802; RHEA: http://identifiers.org/rhea/13609; BioCyc: http://identifiers.org/biocyc/META:2.7.1.150-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102711	RE2974N
RE3011R	RE3011	nad_r + leuktrB4woh_r <-> h_r + nadh_r + CE2053_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103765	RE3011R
RE3012M	RE3012	h2o_m + CE2053_m + nad_m <-> leuktrB4wcooh_m + 2.0 h_m + nadh_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103766	RE3012M
RE3017R	RE3017	CE2053_r + h2o_r <-> CE2056_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103771	RE3017R
RE3033R	RE3033	o2_r + 15HPET_r <-> h2o2_r + CE2567_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103777	RE3033R
RE3036N	RE3036	15HPET_n <-> CE7172_n	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103778	RE3036N
RE3076X	RE3076	nad_x + h2o_x + pristanal_x <-> 2.0 h_x + nadh_x + prist_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95747	RE3076X
RE3095C	RE3095	h2o2_c + dopa_c <-> 2.0 h2o_c + CE5276_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103787	RE3095C
RE3106C	RE3106	CE4812_c + h_c + nadph_c <-> nadp_c + eicostetcoa_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103790	RE3106C
RE3110C	RE3110	strdnccoa_c + malcoa_c + h_c <-> co2_c + CE4811_c + coa_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103792	RE3110C
RE3122C	RE3122	CE4817_c <-> h2o_c + CE4821_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103799	RE3122C
RE3150R	RE3150	CE4830_r + h_r + nadph_r <-> CE4837_r + nadp_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103806	RE3150R
RE3161C	RE3161	malcoa_c + lnlccoa_c + h_c <-> CE4841_c + coa_c + co2_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103812	RE3161C
RE3163C	RE3163	CE4840_c <-> CE4842_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103814	RE3163C
RE3165C	RE3165	h_c + malcoa_c + dlnlcgcoa_c <-> coa_c + co2_c + CE4845_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103816	RE3165C
RE3168C	RE3168	nadph_c + h_c + CE4846_c <-> nadp_c + CE4847_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103819	RE3168C
RE3201C	RE3201	o2_c + 56dihindlcrbxlt_c <-> h2o2_c + CE1562_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103829	RE3201C
RE3225R	RE3225	CE5151_r + h_r + malcoa_r <-> CE5152_r + coa_r + co2_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103831	RE3225R
RE3227C	RE3227	nadph_c + CE5144_c + h_c <-> nadp_c + CE5148_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103833	RE3227C
RE3228C	RE3228	CE5148_c <-> CE5150_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103834	RE3228C
RE3229C	RE3229	nadph_c + h_c + CE5150_c <-> nadp_c + CE5151_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103835	RE3229C
RE3229R	RE3229	CE5150_r + h_r + nadph_r <-> CE5151_r + nadp_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103835	RE3229R
RE3230C	RE3230	CE5152_c + nadph_c + h_c <-> CE5153_c + nadp_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103836	RE3230C
RE3235C	RE3235	CE5157_c <-> CE5158_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103841	RE3235C
RE3238C	RE3238	CE5151_c + h2o_c <-> CE2510_c + coa_c + h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103844	RE3238C
RE3241R	RE3241	malcoa_r + hdcoa_r + h_r <-> CE5160_r + co2_r + coa_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103846	RE3241R
RE3242R	RE3242	CE5160_r + nadph_r + h_r <-> nadp_r + CE5161_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103847	RE3242R
RE3244C	RE3244	CE5162_c + nadph_c + h_c <-> nadp_c + odecoa_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103849	RE3244C
RE3259C	RE3259	h2o_c + C14825_c <-> CE2047_c	iCHOv1	KEGG Reaction: http://identifiers.org/kegg.reaction/R07122; EC Number: http://identifiers.org/ec-code/3.3.2.-; RHEA: http://identifiers.org/rhea/44035; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103854	RE3259C
RE3259R	RE3259	C14825_r + h2o_r <-> CE2047_r	iCHOv1	RHEA: http://identifiers.org/rhea/44032; EC Number: http://identifiers.org/ec-code/3.3.2.-; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103854; KEGG Reaction: http://identifiers.org/kegg.reaction/R07122	RE3259R
RE3263C	RE3263	CE6316_c <-> CE6317_c + 2.0 h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103857	RE3263C
RE3265R	RE3265	CE2047_r + udpglcur_r <-> udp_r + CE2304_r + h_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103859	RE3265R
RE3273C	RE3273	h2o_c + pail_cho_c <-> pa_cho_c + inost_c + h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103861	RE3273C
RE3287R	RE3287	arachd_r + fadh2_r + o2_r <-> C14770_r + h2o_r + fad_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103863	RE3287R
RE3288C	RE3288	arachd_c + o2_c + fadh2_c <-> C14769_c + fad_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103864	RE3288C
RE3295C	RE3295	CE7101_c <-> CE6219_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103866	RE3295C
RE3301R	RE3301	ps_cho_r + h2o_r <-> pa_cho_r + h_r + ser__L_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103867	RE3301R
RE3307X	RE3307	nadp_x + CE2446_x <-> nadph_x + h_x + CE5349_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103869	RE3307X
RE3336X	RE3336	CE5345_x + coa_x <-> CE5346_x + accoa_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103875	RE3336X
RE3337M	RE3337	h2o_m + CE5347_m <-> CE5344_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103876	RE3337M
RE3342M	RE3342	CE5331_m + coa_m <-> CE5337_m + accoa_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103881	RE3342M
RE3343M	RE3343	h2o_m + CE5337_m <-> h_m + CE5319_m + coa_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103882	RE3343M
RE3344X	RE3344	h2o_x + CE5341_x <-> CE5329_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103883	RE3344X
RE3381E	RE3381	CE5853_e + h2o_e <-> glcur_e + CE1925_e + h_e	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103888	RE3381E
RE3417C	RE3417	CE6504_c <-> CE6506_c + C08261_c + h_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103892	RE3417C
RE3446M	RE3446	CE4988_m + coa_m + atp_m <-> amp_m + CE5969_m + ppi_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103911	RE3446M
RE3447M	RE3447	CE5970_m + h2o_m <-> CE5971_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103912	RE3447M
RE3448C	RE3448	nad_c + CE5971_c <-> h_c + CE5966_c + nadh_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103913	RE3448C
RE3448M	RE3448	nad_m + CE5971_m <-> nadh_m + CE5966_m + h_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103913	RE3448M
RE3448X	RE3448	CE5971_x + nad_x <-> CE5966_x + h_x + nadh_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103913	RE3448X
RE3470C	RE3470	nadp_c + leuktrB4_c <-> nadph_c + h_c + CE7097_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103916	RE3470C
RE3486C	RE3486	CE6508_c <-> CE7079_c + h2o_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103922	RE3486C
RE3488C	RE3488	tmndnc_c + o2_c <-> CE7091_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103923	RE3488C
RE3488X	RE3488	o2_x + tmndnc_x <-> CE7091_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103923	RE3488X
RE3491C	RE3491	h2o_c + CE7079_c <-> CE7083_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103925	RE3491C
RE3492C	RE3492	CE7079_c + h2o_c <-> CE7084_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103926	RE3492C
RE3495C	RE3495	gthrd_c + CE7079_c <-> CE7086_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103929	RE3495C
RE3496C	RE3496	CE7088_c <-> HC02213_c	iCHOv1	RHEA: http://identifiers.org/rhea/50452; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103930	RE3496C
RE3499C	RE3499	h2o_c + CE7110_c <-> CE7114_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103932	RE3499C
RE3501R	RE3501	h2o_r + CE7109_r <-> CE7112_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103934	RE3501R
RE3503C	RE3503	o2_c + CE7090_c <-> h2o_c + CE7110_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103936	RE3503C
RE3506C	RE3506	CE7083_c + nadph_c + o2_c + h_c <-> h2o_c + CE7115_c + nadp_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103937	RE3506C
RE3506R	RE3506	o2_r + h_r + nadph_r + CE7083_r <-> h2o_r + nadp_r + CE7115_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103937	RE3506R
RE3514C	RE3514	o2_c + h_c + nadph_c + leuktrB4_c <-> h2o_c + CE6247_c + nadp_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103940	RE3514C
RE3519R	RE3519	h2o_r + C04849_r <-> C04843_r	iCHOv1	RHEA: http://identifiers.org/rhea/16667; EC Number: http://identifiers.org/ec-code/3.3.2.7; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103943; BioCyc: http://identifiers.org/biocyc/META:HEPOXILIN-EPOXIDE-HYDROLASE-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R04609	RE3519R
RE3519X	RE3519	C04849_x + h2o_x <-> C04843_x	iCHOv1	KEGG Reaction: http://identifiers.org/kegg.reaction/R07036; EC Number: http://identifiers.org/ec-code/3.3.2.7; RHEA: http://identifiers.org/rhea/50897; BioCyc: http://identifiers.org/biocyc/META:HEPOXILIN-EPOXIDE-HYDROLASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103943	RE3519X
RE3520E	RE3520	12HPET_e <-> C04849_e	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103944	RE3520E
RE3520M	RE3520	12HPET_m <-> C04849_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103944	RE3520M
RE3532R	RE3532	CE6240_r + gthrd_r <-> CE6241_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103950	RE3532R
RE3534C	RE3534	CE4876_c + gthrd_c <-> CE6243_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103952	RE3534C
RE3534M	RE3534	CE4876_m + gthrd_m <-> CE6243_m	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103952	RE3534M
RE3535R	RE3535	prostgd2_r + 2.0 h_r <-> h2o_r + CE6240_r	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103953	RE3535R
RE3536C	RE3536	nadph_c + CE6243_c + h_c <-> nadp_c + CE6245_c	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103954	RE3536C
RE3551X	RE3551	C03577_x + nad_x <-> h_x + CE5994_x + nadh_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103957	RE3551X
RE3560X	RE3560	CE6184_x + h2o_x <-> coa_x + CE6185_x + h_x	iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103963	RE3560X
RE3571C	RE3571	2.0 o2_c + CE2516_c <-> CE6232_c	iCHOv1	RHEA: http://identifiers.org/rhea/50427; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103973	RE3571C
